letter,x_box,y_box,width,height,onpix,x_bar,y_bar,x2bar,y2bar,xybar,x2ybr,xy2br,x_ege,xegvy,y_ege,yegvx,letter_encoded
D,1.0,0.0,1.0,0.0,0.0,6.0,7.0,6.0,5.0,7.0,6.0,6.0,2.0,8.0,2.0,8.0,3
S,2.0,4.0,4.0,2.0,2.0,8.0,8.0,2.0,7.0,10.0,4.0,7.0,1.0,8.0,4.0,8.0,18
U,5.0,9.0,7.0,6.0,6.0,8.0,8.0,8.0,5.0,6.0,7.0,9.0,3.0,8.0,4.0,5.0,20
F,6.0,11.0,8.0,8.0,4.0,4.0,14.0,4.0,5.0,13.0,7.0,2.0,1.0,10.0,2.0,5.0,5
Q,4.0,5.0,5.0,7.0,3.0,8.0,6.0,8.0,6.0,6.0,5.0,8.0,3.0,8.0,4.0,8.0,16
E,3.0,7.0,3.0,5.0,2.0,3.0,8.0,6.0,10.0,7.0,6.0,14.0,0.0,8.0,7.0,8.0,4
B,6.0,10.0,8.0,8.0,7.0,7.0,8.0,6.0,4.0,6.0,4.0,5.0,5.0,8.0,7.0,7.0,1
B,1.0,0.0,2.0,1.0,1.0,7.0,7.0,7.0,5.0,6.0,6.0,7.0,1.0,8.0,7.0,9.0,1
P,4.0,6.0,5.0,4.0,4.0,7.0,5.0,6.0,5.0,7.0,6.0,9.0,5.0,7.0,4.0,8.0,15
B,1.0,0.0,1.0,0.0,1.0,7.0,7.0,6.0,4.0,7.0,6.0,7.0,1.0,8.0,6.0,9.0,1
B,3.0,4.0,4.0,6.0,3.0,6.0,8.0,9.0,7.0,7.0,6.0,7.0,2.0,8.0,9.0,9.0,1
Y,2.0,6.0,4.0,4.0,1.0,9.0,11.0,1.0,7.0,4.0,11.0,8.0,1.0,10.0,1.0,8.0,24
Y,6.0,8.0,6.0,6.0,4.0,4.0,9.0,1.0,8.0,10.0,10.0,6.0,0.0,10.0,3.0,4.0,24
R,5.0,10.0,6.0,7.0,3.0,5.0,11.0,9.0,4.0,7.0,4.0,8.0,3.0,7.0,6.0,11.0,17
Y,6.0,7.0,8.0,9.0,8.0,10.0,10.0,5.0,3.0,6.0,7.0,8.0,6.0,11.0,8.0,4.0,24
P,2.0,3.0,3.0,2.0,1.0,7.0,9.0,4.0,3.0,11.0,4.0,3.0,1.0,10.0,2.0,8.0,15
G,6.0,10.0,8.0,7.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,8.0,4.0,7.0,4.0,8.0,6
V,3.0,6.0,4.0,4.0,3.0,8.0,11.0,2.0,2.0,6.0,10.0,9.0,2.0,10.0,2.0,9.0,21
K,4.0,5.0,7.0,3.0,4.0,6.0,8.0,1.0,7.0,10.0,7.0,10.0,3.0,8.0,3.0,7.0,10
D,4.0,8.0,6.0,6.0,5.0,7.0,7.0,7.0,6.0,6.0,5.0,5.0,3.0,8.0,3.0,7.0,3
Z,3.0,6.0,4.0,4.0,3.0,7.0,7.0,3.0,12.0,8.0,6.0,8.0,0.0,8.0,7.0,8.0,25
N,9.0,10.0,8.0,6.0,3.0,5.0,8.0,5.0,7.0,3.0,3.0,11.0,6.0,10.0,3.0,7.0,13
W,7.0,8.0,7.0,6.0,5.0,3.0,11.0,2.0,2.0,10.0,9.0,8.0,6.0,12.0,2.0,6.0,22
V,7.0,8.0,9.0,7.0,10.0,8.0,7.0,4.0,5.0,7.0,6.0,8.0,7.0,10.0,8.0,5.0,21
M,1.0,0.0,2.0,1.0,1.0,8.0,6.0,9.0,0.0,7.0,8.0,8.0,6.0,6.0,0.0,8.0,12
S,4.0,9.0,5.0,6.0,3.0,9.0,9.0,6.0,10.0,5.0,5.0,5.0,0.0,7.0,9.0,7.0,18
C,2.0,4.0,3.0,3.0,2.0,6.0,8.0,7.0,7.0,8.0,8.0,13.0,1.0,10.0,4.0,10.0,2
K,2.0,4.0,3.0,2.0,2.0,5.0,7.0,4.0,7.0,7.0,7.0,11.0,3.0,9.0,5.0,10.0,10
M,5.0,5.0,8.0,4.0,4.0,6.0,6.0,3.0,4.0,10.0,9.0,10.0,10.0,5.0,3.0,9.0,12
L,6.0,9.0,5.0,5.0,2.0,7.0,4.0,3.0,5.0,10.0,4.0,12.0,2.0,7.0,6.0,7.0,11
T,3.0,6.0,5.0,8.0,1.0,6.0,14.0,0.0,6.0,8.0,11.0,8.0,0.0,8.0,0.0,8.0,19
N,8.0,11.0,11.0,8.0,5.0,6.0,9.0,3.0,5.0,10.0,8.0,8.0,6.0,8.0,1.0,7.0,13
R,4.0,9.0,6.0,7.0,6.0,9.0,8.0,4.0,5.0,9.0,4.0,7.0,3.0,7.0,3.0,11.0,17
G,6.0,10.0,7.0,8.0,9.0,8.0,6.0,4.0,4.0,6.0,5.0,9.0,7.0,7.0,8.0,13.0,6
X,5.0,9.0,8.0,6.0,4.0,4.0,9.0,3.0,8.0,11.0,12.0,9.0,3.0,9.0,4.0,5.0,23
O,4.0,7.0,6.0,5.0,6.0,8.0,7.0,5.0,2.0,7.0,6.0,8.0,8.0,9.0,4.0,7.0,14
S,4.0,6.0,5.0,4.0,3.0,6.0,8.0,3.0,8.0,11.0,6.0,7.0,2.0,7.0,5.0,7.0,18
R,4.0,10.0,5.0,8.0,5.0,5.0,10.0,8.0,3.0,7.0,4.0,9.0,2.0,7.0,5.0,11.0,17
U,5.0,9.0,7.0,7.0,8.0,10.0,6.0,5.0,5.0,6.0,7.0,6.0,10.0,6.0,6.0,5.0,20
J,2.0,5.0,3.0,7.0,1.0,13.0,2.0,9.0,4.0,14.0,4.0,12.0,1.0,6.0,0.0,8.0,9
G,4.0,7.0,6.0,5.0,5.0,7.0,7.0,6.0,3.0,7.0,6.0,10.0,4.0,8.0,7.0,7.0,6
E,2.0,3.0,4.0,1.0,2.0,6.0,8.0,2.0,7.0,11.0,7.0,8.0,1.0,8.0,3.0,7.0,4
S,5.0,9.0,6.0,7.0,3.0,6.0,9.0,4.0,9.0,11.0,6.0,7.0,2.0,6.0,5.0,7.0,18
W,3.0,3.0,4.0,1.0,2.0,5.0,11.0,3.0,2.0,9.0,8.0,7.0,5.0,11.0,1.0,6.0,22
P,2.0,4.0,2.0,2.0,1.0,6.0,10.0,5.0,4.0,9.0,7.0,4.0,1.0,10.0,3.0,7.0,15
G,2.0,3.0,4.0,2.0,2.0,7.0,6.0,6.0,5.0,6.0,6.0,9.0,2.0,9.0,4.0,9.0,6
Q,2.0,4.0,3.0,5.0,3.0,8.0,7.0,6.0,3.0,8.0,6.0,9.0,2.0,9.0,4.0,9.0,16
B,2.0,4.0,4.0,2.0,3.0,9.0,7.0,2.0,6.0,11.0,5.0,7.0,4.0,7.0,5.0,9.0,1
B,4.0,10.0,6.0,8.0,6.0,9.0,7.0,3.0,5.0,10.0,4.0,6.0,2.0,8.0,5.0,9.0,1
Q,1.0,1.0,2.0,1.0,1.0,8.0,7.0,6.0,4.0,6.0,6.0,8.0,2.0,8.0,3.0,8.0,16
L,4.0,11.0,6.0,9.0,4.0,5.0,4.0,6.0,7.0,2.0,2.0,5.0,1.0,6.0,1.0,5.0,11
G,4.0,9.0,5.0,7.0,4.0,5.0,6.0,6.0,5.0,9.0,7.0,12.0,2.0,8.0,4.0,10.0,6
E,4.0,9.0,5.0,7.0,4.0,4.0,8.0,4.0,8.0,11.0,10.0,10.0,2.0,8.0,4.0,5.0,4
E,6.0,9.0,8.0,7.0,5.0,9.0,7.0,2.0,10.0,11.0,4.0,9.0,2.0,8.0,5.0,9.0,4
X,5.0,11.0,7.0,9.0,6.0,8.0,7.0,3.0,5.0,6.0,7.0,7.0,4.0,10.0,11.0,9.0,23
Q,3.0,4.0,4.0,5.0,3.0,7.0,8.0,5.0,2.0,7.0,9.0,10.0,3.0,9.0,4.0,9.0,16
N,10.0,13.0,8.0,7.0,4.0,7.0,10.0,4.0,7.0,3.0,4.0,9.0,5.0,7.0,2.0,7.0,13
K,4.0,7.0,4.0,5.0,3.0,4.0,7.0,7.0,3.0,7.0,6.0,11.0,3.0,8.0,2.0,11.0,10
O,3.0,3.0,4.0,5.0,2.0,8.0,7.0,9.0,7.0,7.0,5.0,9.0,3.0,8.0,4.0,8.0,14
T,4.0,9.0,4.0,6.0,2.0,4.0,12.0,2.0,8.0,12.0,10.0,5.0,0.0,10.0,2.0,5.0,19
P,1.0,3.0,3.0,2.0,1.0,7.0,9.0,3.0,4.0,12.0,5.0,4.0,1.0,9.0,2.0,9.0,15
V,4.0,5.0,6.0,4.0,5.0,7.0,8.0,5.0,5.0,8.0,6.0,8.0,6.0,9.0,6.0,9.0,21
E,4.0,5.0,5.0,7.0,3.0,3.0,7.0,6.0,11.0,7.0,7.0,15.0,0.0,8.0,7.0,7.0,4
U,4.0,8.0,4.0,6.0,2.0,8.0,5.0,13.0,5.0,6.0,14.0,8.0,3.0,9.0,0.0,8.0,20
Z,4.0,8.0,6.0,6.0,3.0,8.0,6.0,3.0,10.0,12.0,4.0,10.0,1.0,8.0,6.0,9.0,25
D,7.0,10.0,9.0,8.0,8.0,7.0,8.0,6.0,6.0,8.0,7.0,6.0,7.0,8.0,3.0,7.0,3
D,2.0,5.0,4.0,3.0,3.0,9.0,7.0,5.0,6.0,9.0,5.0,5.0,2.0,8.0,3.0,8.0,3
N,5.0,7.0,6.0,6.0,7.0,7.0,8.0,5.0,3.0,7.0,5.0,7.0,8.0,7.0,5.0,7.0,13
Q,1.0,2.0,2.0,3.0,2.0,8.0,7.0,6.0,3.0,5.0,6.0,9.0,2.0,9.0,3.0,9.0,16
A,6.0,10.0,9.0,8.0,9.0,8.0,8.0,8.0,4.0,6.0,6.0,8.0,3.0,8.0,8.0,4.0,0
J,2.0,8.0,3.0,6.0,3.0,7.0,7.0,1.0,6.0,11.0,5.0,9.0,1.0,6.0,1.0,6.0,9
Z,5.0,8.0,7.0,10.0,6.0,11.0,5.0,3.0,5.0,9.0,2.0,7.0,2.0,7.0,6.0,9.0,25
V,4.0,4.0,6.0,7.0,1.0,9.0,8.0,5.0,3.0,6.0,14.0,8.0,3.0,9.0,0.0,8.0,21
S,3.0,5.0,5.0,4.0,2.0,9.0,7.0,3.0,8.0,11.0,3.0,6.0,1.0,9.0,4.0,10.0,18
F,4.0,11.0,6.0,8.0,4.0,2.0,13.0,4.0,4.0,12.0,9.0,5.0,1.0,10.0,2.0,5.0,5
D,4.0,7.0,6.0,5.0,4.0,8.0,7.0,4.0,7.0,11.0,5.0,7.0,3.0,7.0,4.0,8.0,3
T,2.0,3.0,3.0,4.0,1.0,8.0,14.0,0.0,6.0,6.0,11.0,8.0,0.0,8.0,0.0,8.0,19
K,2.0,3.0,4.0,2.0,2.0,6.0,8.0,1.0,6.0,10.0,6.0,8.0,3.0,8.0,2.0,7.0,10
Y,3.0,3.0,5.0,4.0,1.0,7.0,11.0,2.0,2.0,7.0,12.0,8.0,1.0,11.0,0.0,8.0,24
V,4.0,6.0,5.0,4.0,6.0,7.0,7.0,4.0,2.0,8.0,7.0,9.0,7.0,10.0,3.0,8.0,21
X,3.0,8.0,5.0,6.0,3.0,7.0,8.0,4.0,9.0,6.0,6.0,7.0,3.0,9.0,7.0,7.0,23
I,1.0,1.0,1.0,2.0,1.0,7.0,7.0,1.0,7.0,7.0,6.0,8.0,0.0,8.0,2.0,8.0,8
A,3.0,9.0,6.0,7.0,5.0,8.0,5.0,0.0,4.0,6.0,3.0,7.0,2.0,7.0,4.0,5.0,0
Z,2.0,4.0,4.0,3.0,2.0,8.0,6.0,2.0,9.0,11.0,5.0,9.0,1.0,8.0,6.0,9.0,25
J,2.0,4.0,3.0,3.0,1.0,9.0,5.0,4.0,6.0,14.0,6.0,12.0,0.0,7.0,0.0,8.0,9
Q,5.0,11.0,7.0,8.0,7.0,8.0,4.0,7.0,4.0,5.0,7.0,11.0,6.0,6.0,8.0,8.0,16
E,4.0,7.0,6.0,5.0,4.0,9.0,6.0,1.0,7.0,11.0,4.0,8.0,3.0,8.0,4.0,11.0,4
F,2.0,3.0,3.0,1.0,1.0,6.0,11.0,3.0,5.0,13.0,6.0,4.0,1.0,9.0,1.0,7.0,5
Q,4.0,7.0,4.0,9.0,4.0,8.0,8.0,6.0,3.0,8.0,9.0,11.0,3.0,9.0,6.0,7.0,16
X,3.0,3.0,5.0,2.0,2.0,10.0,6.0,2.0,8.0,11.0,3.0,7.0,2.0,8.0,3.0,9.0,23
F,3.0,6.0,3.0,4.0,2.0,1.0,13.0,3.0,3.0,12.0,10.0,6.0,0.0,8.0,2.0,7.0,5
J,5.0,9.0,7.0,6.0,4.0,7.0,8.0,2.0,6.0,14.0,5.0,7.0,1.0,8.0,1.0,7.0,9
F,3.0,3.0,4.0,4.0,1.0,1.0,15.0,5.0,3.0,12.0,9.0,4.0,0.0,8.0,2.0,6.0,5
P,4.0,8.0,6.0,6.0,5.0,4.0,11.0,4.0,5.0,11.0,9.0,5.0,0.0,10.0,3.0,7.0,15
L,4.0,9.0,4.0,6.0,1.0,0.0,0.0,6.0,6.0,0.0,1.0,5.0,0.0,8.0,0.0,8.0,11
R,4.0,6.0,6.0,4.0,6.0,8.0,6.0,7.0,3.0,7.0,5.0,7.0,4.0,7.0,7.0,7.0,17
G,8.0,14.0,7.0,8.0,4.0,8.0,4.0,5.0,3.0,8.0,4.0,5.0,4.0,7.0,5.0,8.0,6
E,4.0,7.0,5.0,5.0,3.0,7.0,7.0,2.0,9.0,11.0,6.0,9.0,2.0,8.0,5.0,8.0,4
C,2.0,1.0,3.0,2.0,1.0,6.0,8.0,7.0,7.0,8.0,8.0,13.0,1.0,9.0,4.0,10.0,2
U,4.0,10.0,6.0,7.0,9.0,9.0,6.0,4.0,3.0,6.0,7.0,7.0,9.0,8.0,5.0,6.0,20
N,6.0,9.0,8.0,4.0,3.0,8.0,7.0,3.0,4.0,13.0,5.0,8.0,6.0,8.0,0.0,8.0,13
V,6.0,9.0,8.0,8.0,10.0,7.0,7.0,5.0,4.0,7.0,6.0,8.0,7.0,9.0,7.0,10.0,21
I,5.0,6.0,6.0,4.0,3.0,7.0,6.0,2.0,7.0,7.0,6.0,9.0,0.0,9.0,4.0,8.0,8
N,5.0,9.0,7.0,6.0,4.0,9.0,7.0,3.0,5.0,10.0,4.0,6.0,5.0,8.0,1.0,7.0,13
H,5.0,8.0,8.0,6.0,6.0,5.0,8.0,3.0,6.0,10.0,8.0,8.0,4.0,8.0,4.0,6.0,7
E,0.0,0.0,1.0,0.0,0.0,5.0,7.0,5.0,6.0,7.0,6.0,12.0,0.0,8.0,6.0,10.0,4
Y,1.0,0.0,2.0,0.0,0.0,7.0,10.0,3.0,1.0,7.0,12.0,8.0,1.0,11.0,0.0,8.0,24
G,5.0,9.0,7.0,7.0,5.0,6.0,7.0,7.0,5.0,5.0,6.0,11.0,4.0,8.0,4.0,8.0,6
E,2.0,4.0,4.0,3.0,2.0,7.0,8.0,2.0,8.0,11.0,7.0,9.0,2.0,8.0,4.0,8.0,4
N,5.0,4.0,5.0,6.0,2.0,7.0,7.0,15.0,2.0,4.0,6.0,8.0,6.0,8.0,0.0,8.0,13
B,1.0,3.0,2.0,1.0,1.0,8.0,7.0,3.0,4.0,10.0,5.0,7.0,1.0,8.0,3.0,9.0,1
G,4.0,7.0,5.0,5.0,3.0,7.0,6.0,7.0,7.0,7.0,5.0,11.0,2.0,9.0,4.0,8.0,6
L,4.0,9.0,4.0,6.0,2.0,0.0,2.0,4.0,6.0,1.0,0.0,7.0,0.0,8.0,0.0,8.0,11
E,4.0,7.0,6.0,5.0,5.0,8.0,9.0,7.0,3.0,6.0,6.0,11.0,4.0,7.0,7.0,10.0,4
G,6.0,8.0,8.0,7.0,9.0,7.0,6.0,6.0,4.0,7.0,7.0,9.0,10.0,8.0,9.0,9.0,6
M,4.0,10.0,6.0,8.0,6.0,7.0,6.0,6.0,5.0,7.0,7.0,9.0,8.0,5.0,2.0,8.0,12
D,2.0,4.0,4.0,3.0,3.0,9.0,7.0,4.0,6.0,10.0,4.0,6.0,2.0,8.0,3.0,8.0,3
Y,6.0,7.0,6.0,5.0,2.0,3.0,12.0,5.0,5.0,13.0,12.0,6.0,2.0,11.0,2.0,6.0,24
R,5.0,5.0,5.0,6.0,3.0,5.0,12.0,8.0,3.0,7.0,2.0,9.0,3.0,7.0,6.0,11.0,17
P,4.0,7.0,6.0,10.0,9.0,8.0,11.0,5.0,0.0,9.0,7.0,6.0,4.0,10.0,5.0,8.0,15
D,3.0,9.0,5.0,7.0,5.0,8.0,7.0,5.0,7.0,7.0,6.0,5.0,3.0,8.0,3.0,7.0,3
E,4.0,9.0,4.0,7.0,3.0,3.0,6.0,6.0,12.0,7.0,7.0,15.0,0.0,8.0,7.0,7.0,4
W,4.0,5.0,6.0,4.0,3.0,7.0,11.0,2.0,3.0,7.0,9.0,8.0,7.0,11.0,1.0,8.0,22
D,4.0,2.0,5.0,4.0,3.0,7.0,7.0,7.0,7.0,6.0,6.0,5.0,2.0,8.0,3.0,7.0,3
Q,8.0,13.0,7.0,7.0,4.0,7.0,5.0,4.0,8.0,10.0,5.0,9.0,3.0,7.0,9.0,9.0,16
R,4.0,7.0,5.0,5.0,5.0,7.0,8.0,5.0,6.0,6.0,4.0,8.0,3.0,6.0,5.0,9.0,17
G,4.0,6.0,4.0,4.0,3.0,6.0,7.0,5.0,5.0,9.0,7.0,10.0,2.0,9.0,4.0,10.0,6
Y,3.0,7.0,4.0,5.0,2.0,8.0,10.0,2.0,2.0,6.0,12.0,8.0,2.0,11.0,0.0,8.0,24
R,5.0,8.0,7.0,6.0,7.0,7.0,10.0,3.0,5.0,5.0,6.0,9.0,6.0,7.0,7.0,7.0,17
D,2.0,0.0,2.0,1.0,1.0,6.0,7.0,8.0,6.0,7.0,6.0,6.0,2.0,8.0,3.0,8.0,3
J,4.0,11.0,5.0,8.0,5.0,9.0,6.0,2.0,5.0,11.0,4.0,9.0,1.0,6.0,2.0,5.0,9
C,4.0,7.0,5.0,5.0,3.0,6.0,7.0,6.0,8.0,5.0,6.0,13.0,1.0,6.0,5.0,9.0,2
I,3.0,7.0,4.0,5.0,1.0,6.0,8.0,1.0,8.0,14.0,7.0,8.0,0.0,8.0,1.0,7.0,8
T,6.0,10.0,8.0,8.0,6.0,6.0,7.0,7.0,8.0,7.0,6.0,8.0,5.0,11.0,8.0,8.0,19
C,1.0,0.0,1.0,0.0,0.0,7.0,7.0,5.0,7.0,7.0,6.0,14.0,0.0,8.0,4.0,10.0,2
N,3.0,4.0,5.0,3.0,2.0,7.0,8.0,2.0,5.0,10.0,6.0,6.0,5.0,9.0,0.0,7.0,13
M,5.0,5.0,6.0,4.0,4.0,8.0,6.0,6.0,5.0,6.0,7.0,8.0,10.0,6.0,4.0,6.0,12
B,2.0,3.0,2.0,2.0,2.0,7.0,8.0,5.0,5.0,7.0,5.0,6.0,2.0,8.0,5.0,9.0,1
H,3.0,7.0,5.0,5.0,4.0,7.0,7.0,5.0,6.0,7.0,6.0,9.0,6.0,8.0,3.0,7.0,7
R,4.0,7.0,4.0,5.0,2.0,6.0,10.0,9.0,4.0,7.0,5.0,8.0,2.0,8.0,5.0,10.0,17
Q,6.0,9.0,9.0,8.0,7.0,7.0,4.0,4.0,4.0,7.0,4.0,9.0,5.0,4.0,7.0,7.0,16
A,3.0,6.0,5.0,4.0,1.0,9.0,4.0,3.0,1.0,7.0,1.0,8.0,3.0,6.0,2.0,8.0,0
G,3.0,8.0,4.0,6.0,3.0,8.0,8.0,7.0,5.0,6.0,7.0,8.0,2.0,7.0,5.0,11.0,6
Q,5.0,12.0,5.0,7.0,4.0,11.0,4.0,4.0,6.0,12.0,3.0,9.0,3.0,8.0,7.0,12.0,16
H,3.0,3.0,4.0,4.0,2.0,7.0,8.0,14.0,1.0,7.0,5.0,8.0,3.0,8.0,0.0,8.0,7
K,4.0,11.0,4.0,8.0,2.0,4.0,8.0,8.0,2.0,6.0,3.0,11.0,4.0,8.0,2.0,11.0,10
G,4.0,10.0,5.0,8.0,3.0,7.0,5.0,8.0,9.0,8.0,4.0,13.0,1.0,9.0,5.0,10.0,6
A,4.0,6.0,5.0,4.0,5.0,7.0,6.0,7.0,4.0,7.0,6.0,9.0,2.0,9.0,8.0,4.0,0
A,4.0,9.0,6.0,7.0,4.0,10.0,3.0,2.0,2.0,8.0,2.0,10.0,5.0,5.0,3.0,8.0,0
J,3.0,11.0,4.0,8.0,3.0,14.0,4.0,4.0,5.0,13.0,1.0,8.0,0.0,7.0,0.0,8.0,9
K,4.0,6.0,5.0,4.0,5.0,6.0,5.0,4.0,4.0,6.0,6.0,9.0,3.0,6.0,7.0,11.0,10
W,5.0,7.0,5.0,5.0,5.0,4.0,10.0,2.0,3.0,9.0,8.0,8.0,6.0,11.0,2.0,6.0,22
N,2.0,1.0,2.0,3.0,2.0,7.0,8.0,5.0,4.0,7.0,6.0,7.0,4.0,8.0,1.0,6.0,13
H,4.0,7.0,4.0,4.0,2.0,7.0,5.0,14.0,1.0,7.0,8.0,8.0,3.0,8.0,0.0,8.0,7
L,5.0,10.0,4.0,5.0,2.0,9.0,3.0,4.0,4.0,12.0,4.0,13.0,2.0,6.0,6.0,9.0,11
B,6.0,9.0,6.0,4.0,5.0,8.0,8.0,4.0,4.0,9.0,6.0,7.0,6.0,7.0,8.0,6.0,1
E,5.0,11.0,5.0,8.0,3.0,3.0,8.0,6.0,11.0,7.0,6.0,15.0,0.0,8.0,7.0,7.0,4
Y,5.0,8.0,5.0,6.0,3.0,5.0,9.0,1.0,7.0,9.0,9.0,5.0,1.0,11.0,3.0,5.0,24
J,3.0,9.0,5.0,7.0,2.0,8.0,6.0,3.0,6.0,15.0,5.0,9.0,1.0,6.0,1.0,6.0,9
N,1.0,0.0,1.0,0.0,0.0,7.0,7.0,10.0,0.0,6.0,6.0,8.0,4.0,8.0,0.0,8.0,13
L,6.0,8.0,7.0,7.0,6.0,8.0,7.0,4.0,6.0,7.0,6.0,8.0,3.0,8.0,8.0,11.0,11
S,3.0,6.0,5.0,4.0,6.0,6.0,9.0,3.0,3.0,8.0,7.0,6.0,3.0,8.0,9.0,1.0,18
Q,5.0,9.0,6.0,8.0,6.0,8.0,7.0,7.0,5.0,6.0,7.0,8.0,3.0,8.0,4.0,9.0,16
D,5.0,11.0,5.0,6.0,4.0,10.0,5.0,3.0,5.0,10.0,4.0,7.0,5.0,8.0,7.0,7.0,3
E,6.0,10.0,8.0,8.0,5.0,5.0,9.0,2.0,10.0,10.0,8.0,9.0,3.0,8.0,5.0,5.0,4
L,2.0,7.0,4.0,5.0,2.0,7.0,4.0,2.0,7.0,7.0,2.0,8.0,1.0,6.0,2.0,8.0,11
G,6.0,10.0,7.0,8.0,5.0,6.0,6.0,6.0,5.0,9.0,6.0,12.0,4.0,8.0,5.0,8.0,6
P,4.0,6.0,4.0,8.0,3.0,5.0,9.0,11.0,5.0,8.0,6.0,5.0,2.0,10.0,4.0,8.0,15
K,3.0,6.0,4.0,4.0,2.0,3.0,7.0,6.0,3.0,7.0,6.0,11.0,3.0,8.0,3.0,11.0,10
W,3.0,2.0,4.0,3.0,3.0,6.0,11.0,2.0,2.0,7.0,9.0,9.0,6.0,11.0,1.0,8.0,22
O,3.0,9.0,5.0,6.0,4.0,8.0,8.0,8.0,4.0,7.0,8.0,8.0,3.0,8.0,3.0,8.0,14
W,4.0,7.0,7.0,5.0,4.0,4.0,10.0,3.0,3.0,9.0,10.0,9.0,8.0,11.0,1.0,8.0,22
A,4.0,9.0,3.0,4.0,2.0,11.0,5.0,4.0,1.0,8.0,4.0,9.0,4.0,6.0,4.0,9.0,0
H,2.0,6.0,3.0,4.0,1.0,7.0,7.0,14.0,1.0,7.0,6.0,8.0,3.0,8.0,0.0,8.0,7
T,2.0,8.0,4.0,6.0,3.0,7.0,12.0,3.0,6.0,7.0,11.0,8.0,2.0,12.0,1.0,8.0,19
I,1.0,1.0,1.0,2.0,1.0,7.0,7.0,1.0,7.0,7.0,6.0,8.0,0.0,8.0,2.0,8.0,8
F,3.0,8.0,5.0,6.0,3.0,4.0,11.0,6.0,5.0,11.0,10.0,5.0,2.0,9.0,2.0,5.0,5
I,1.0,9.0,1.0,6.0,2.0,7.0,7.0,0.0,7.0,7.0,6.0,8.0,0.0,8.0,3.0,8.0,8
D,1.0,3.0,3.0,2.0,1.0,9.0,7.0,4.0,5.0,10.0,4.0,5.0,2.0,8.0,2.0,8.0,3
T,5.0,6.0,5.0,4.0,3.0,5.0,10.0,1.0,8.0,11.0,9.0,5.0,1.0,9.0,3.0,4.0,19
P,4.0,8.0,6.0,6.0,6.0,6.0,7.0,6.0,4.0,8.0,6.0,8.0,5.0,8.0,6.0,10.0,15
Z,5.0,11.0,6.0,8.0,6.0,7.0,8.0,5.0,9.0,7.0,7.0,9.0,1.0,9.0,7.0,7.0,25
I,0.0,4.0,0.0,6.0,0.0,7.0,7.0,4.0,4.0,7.0,6.0,8.0,0.0,8.0,0.0,8.0,8
D,4.0,9.0,6.0,7.0,6.0,9.0,7.0,4.0,6.0,10.0,5.0,5.0,3.0,8.0,3.0,8.0,3
F,3.0,5.0,5.0,3.0,2.0,5.0,12.0,3.0,5.0,13.0,7.0,4.0,1.0,10.0,1.0,6.0,5
G,5.0,7.0,6.0,5.0,3.0,8.0,6.0,6.0,7.0,11.0,6.0,12.0,2.0,10.0,4.0,8.0,6
T,6.0,14.0,6.0,8.0,4.0,9.0,7.0,3.0,7.0,11.0,4.0,6.0,2.0,8.0,6.0,6.0,19
C,5.0,9.0,6.0,6.0,3.0,4.0,8.0,6.0,8.0,12.0,10.0,12.0,2.0,9.0,3.0,7.0,2
B,2.0,1.0,3.0,2.0,2.0,7.0,7.0,5.0,5.0,7.0,6.0,6.0,2.0,8.0,5.0,9.0,1
H,2.0,6.0,4.0,4.0,5.0,9.0,6.0,3.0,3.0,6.0,6.0,7.0,5.0,9.0,6.0,7.0,7
N,10.0,14.0,9.0,8.0,4.0,8.0,10.0,5.0,5.0,4.0,5.0,10.0,6.0,10.0,3.0,7.0,13
E,1.0,3.0,3.0,2.0,1.0,6.0,7.0,2.0,7.0,10.0,7.0,9.0,2.0,8.0,4.0,9.0,4
R,5.0,11.0,8.0,8.0,5.0,10.0,7.0,3.0,7.0,11.0,2.0,6.0,3.0,7.0,4.0,10.0,17
U,5.0,7.0,6.0,5.0,5.0,8.0,7.0,8.0,5.0,6.0,7.0,9.0,3.0,8.0,4.0,6.0,20
L,1.0,3.0,2.0,2.0,1.0,5.0,4.0,4.0,6.0,3.0,3.0,5.0,1.0,7.0,1.0,6.0,11
P,3.0,8.0,3.0,6.0,3.0,5.0,9.0,8.0,3.0,9.0,6.0,5.0,2.0,10.0,3.0,8.0,15
C,4.0,8.0,4.0,6.0,3.0,6.0,8.0,6.0,7.0,12.0,8.0,12.0,2.0,10.0,3.0,8.0,2
N,3.0,2.0,4.0,3.0,2.0,7.0,8.0,5.0,4.0,8.0,7.0,7.0,5.0,8.0,3.0,6.0,13
F,2.0,4.0,4.0,2.0,2.0,6.0,10.0,3.0,5.0,13.0,6.0,5.0,1.0,9.0,1.0,7.0,5
I,0.0,6.0,0.0,4.0,0.0,7.0,7.0,4.0,4.0,7.0,6.0,8.0,0.0,8.0,0.0,8.0,8
Z,3.0,7.0,4.0,5.0,2.0,7.0,7.0,3.0,12.0,8.0,6.0,8.0,0.0,8.0,7.0,8.0,25
F,3.0,4.0,4.0,6.0,2.0,1.0,12.0,5.0,6.0,12.0,11.0,9.0,0.0,8.0,2.0,6.0,5
D,3.0,8.0,4.0,6.0,2.0,6.0,7.0,10.0,8.0,6.0,6.0,6.0,3.0,8.0,4.0,8.0,3
G,3.0,7.0,4.0,5.0,3.0,7.0,7.0,7.0,6.0,6.0,6.0,9.0,1.0,8.0,5.0,11.0,6
